Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Release Date,Directors,Your Rating,Date Rated
tt1757678,2024-08-10,2024-08-10,,Avatar: Fire and Ash,Avatar: Fire and Ash,https://www.imdb.com/title/tt1757678/,Movie,,192,2025,"Action, Adventure, Fantasy, Sci-Fi, Thriller",2025-12-19,James Cameron,,
tt31449991,2024-08-25,2024-08-25,,Chad Powers,Chad Powers,https://www.imdb.com/title/tt31449991/,TV Series,7.3,42,2025,"Comedy, Sport",2025-09-30,,,
tt12300742,2024-08-26,2024-08-26,,Bugonia,Bugonia,https://www.imdb.com/title/tt12300742/,Movie,7.1,120,2025,"Comedy, Crime, Sci-Fi",2025-10-31,Yorgos Lanthimos,,
tt32332915,2024-08-28,2024-08-28,,I Want Your Sex,I Want Your Sex,https://www.imdb.com/title/tt32332915/,Movie,,,,"Comedy, Drama, Thriller",,Gregg Araki,,
tt33295741,2024-09-01,2024-09-01,,Redux Redux,Redux Redux,https://www.imdb.com/title/tt33295741/,Movie,7.2,107,2025,"Action, Adventure, Crime, Drama, Fantasy, Horror, Sci-Fi, Thriller",2025-03-08,"Kevin McManus, Matthew McManus",,
tt33035373,2024-09-11,2024-09-11,,His & Hers,His & Hers,https://www.imdb.com/title/tt33035373/,TV Mini Series,,,,"Crime, Drama, Mystery, Thriller",,,,
tt29620735,2024-09-16,2024-09-16,,Everything to Me,The Book of Jobs,https://www.imdb.com/title/tt29620735/,Movie,7.5,90,2024,"Comedy, Drama",2025-09-05,Kayci Lacob,,
tt30833880,2024-10-03,2024-10-03,,Strobe,Strobe,https://www.imdb.com/title/tt30833880/,Movie,,,,Thriller,,Taylor Cohen,,
tt30460310,2024-10-03,2024-10-03,,Spider-Noir,Spider-Noir,https://www.imdb.com/title/tt30460310/,TV Series,,,2026,"Action, Adventure, Crime, Drama, Fantasy, Mystery, Sci-Fi, Thriller",2026,,,
tt32792934,2024-10-14,2024-10-14,,The Plague,The Plague,https://www.imdb.com/title/tt32792934/,Movie,7.1,95,2025,"Drama, Thriller",2025-09,Charlie Polinger,,
tt21097264,2024-10-22,2024-10-22,,East of Eden,East of Eden,https://www.imdb.com/title/tt21097264/,TV Mini Series,,,2026,Drama,2026,,,
tt32565993,2024-10-23,2024-10-23,,Three Bags Full: A Sheep Detective Movie,Three Bags Full: A Sheep Detective Movie,https://www.imdb.com/title/tt32565993/,Movie,,,2026,"Action, Comedy, Mystery",2026-11-13,Kyle Balda,,
tt31843054,2024-10-29,2024-10-29,,The Dinner Plan,The Dinner Plan,https://www.imdb.com/title/tt31843054/,Short,,36,,"Short, Comedy",,Patrick Willems,,
tt1441251,2024-11-01,2024-11-01,,Cliffhanger,Cliffhanger,https://www.imdb.com/title/tt1441251/,Movie,,,2026,"Action, Adventure, Thriller",2026-04-03,Jaume Collet-Serra,,
tt31227572,2024-11-02,2024-11-02,,Predator: Badlands,Predator: Badlands,https://www.imdb.com/title/tt31227572/,Movie,,,2025,"Action, Adventure, Sci-Fi, Thriller",2025-11-07,Dan Trachtenberg,,
tt32642706,2024-11-05,2024-11-05,,The Rip,The Rip,https://www.imdb.com/title/tt32642706/,Movie,,133,2026,"Action, Crime, Drama, Mystery, Thriller",2026-01-16,Joe Carnahan,,
tt34562576,2024-11-11,2024-11-11,,Bushido,Bushido,https://www.imdb.com/title/tt34562576/,Movie,,129,,Action,,Hiro Murai,,
tt4585910,2024-11-15,2024-11-15,,The Long Home,The Long Home,https://www.imdb.com/title/tt4585910/,Movie,,96,,Drama,,James Franco,,
tt31450459,2024-11-21,2024-11-21,,Untitled Alejandro G. Iñárritu Film,Untitled Alejandro G. Iñárritu Film,https://www.imdb.com/title/tt31450459/,Movie,,,2026,"Action, Adventure, Comedy, Drama",2026-10-02,Alejandro G. Iñárritu,,
tt34685692,2024-11-21,2024-11-21,,Over Your Dead Body,Over Your Dead Body,https://www.imdb.com/title/tt34685692/,Movie,,,,Thriller,,Jorma Taccone,,
tt4627382,2024-11-25,2024-11-25,,Roofman,Roofman,https://www.imdb.com/title/tt4627382/,Movie,7.1,126,2025,"Biography, Crime, Drama, History, Music, Romance",2025-10-10,Derek Cianfrance,,
tt27725554,2024-12-06,2024-12-06,,The Maid of Orleans,The Maid of Orleans,https://www.imdb.com/title/tt27725554/,Movie,,,,Drama,,Sarah Elizabeth Mintz,,
tt18224594,2024-12-08,2024-12-08,,Blade Runner 2099,Blade Runner 2099,https://www.imdb.com/title/tt18224594/,TV Mini Series,,,2026,"Action, Drama, Mystery, Sci-Fi, Thriller",2026,,,
tt29529698,2024-12-09,2024-12-09,,Kingsman: The Blue Blood,Kingsman: The Blue Blood,https://www.imdb.com/title/tt29529698/,Movie,,,,"Action, Thriller",,Matthew Vaughn,,
tt30096221,2024-12-11,2024-12-11,,Ella McCay,Ella McCay,https://www.imdb.com/title/tt30096221/,Movie,,,2025,"Comedy, Drama",2025-12-12,James L. Brooks,,
tt18382850,2024-12-12,2024-12-12,,If I Had Legs I'd Kick You,If I Had Legs I'd Kick You,https://www.imdb.com/title/tt18382850/,Movie,7.3,113,2025,"Comedy, Drama, Thriller",2025-10-10,Mary Bronstein,,
tt27977862,2024-12-12,2024-12-12,,Last Days,Last Days,https://www.imdb.com/title/tt27977862/,Movie,7.3,120,2025,"Adventure, Biography, Drama",2025-01-28,Justin Lin,,
tt13651462,2024-12-12,2024-12-12,,Lurker,Lurker,https://www.imdb.com/title/tt13651462/,Movie,7.3,100,2025,"Crime, Drama, Music, Thriller",2025-08-22,Alex Russell,,
tt29768334,2024-12-12,2024-12-12,,Train Dreams,Train Dreams,https://www.imdb.com/title/tt29768334/,Movie,7.3,102,2025,Drama,2025-11-21,Clint Bentley,,
tt34968474,2024-12-12,2024-12-12,,The Six Billion Dollar Man,The Six Billion Dollar Man,https://www.imdb.com/title/tt34968474/,Movie,8.1,,2025,Documentary,2025-10-30,Eugene Jarecki,,
tt34819091,2024-12-13,2024-12-13,,The Testament of Ann Lee,The Testament of Ann Lee,https://www.imdb.com/title/tt34819091/,Movie,6.7,137,2025,"Biography, Drama, History, Musical",2025-09-29,Mona Fastvold,,
tt31189814,2024-12-13,2024-12-13,,Fuze,Fuze,https://www.imdb.com/title/tt31189814/,Movie,7.5,98,2025,"Action, Crime, Drama, Mystery, Thriller, War",2025-09-05,David Mackenzie,,
tt8879928,2024-12-14,2024-12-14,,Cold Storage,Cold Storage,https://www.imdb.com/title/tt8879928/,Movie,,,2026,"Comedy, Horror, Sci-Fi",2026,Jonny Campbell,,
tt16995302,2024-12-18,2024-12-18,,The Man with the Bag,The Man with the Bag,https://www.imdb.com/title/tt16995302/,Movie,,,,"Action, Comedy",,Adam Shankman,,
tt32159989,2024-12-20,2024-12-20,,After the Hunt,After the Hunt,https://www.imdb.com/title/tt32159989/,Movie,6.0,139,2025,"Crime, Drama, Thriller",2025-10-17,Luca Guadagnino,,
tt32203967,2024-12-21,2024-12-21,,At the Sea,At the Sea,https://www.imdb.com/title/tt32203967/,Movie,,,,Drama,,Kornél Mundruczó,,
tt27817389,2024-12-23,2024-12-23,,The Last Viking,Den sidste viking,https://www.imdb.com/title/tt27817389/,Movie,7.3,116,2025,"Comedy, Crime, Drama",2025-10-09,Anders Thomas Jensen,,
tt15940132,2024-12-24,2024-12-24,,War Machine,War Machine,https://www.imdb.com/title/tt15940132/,Movie,,,,"Action, Sci-Fi, Thriller",,Patrick Hughes,,
tt29355505,2024-12-28,2024-12-28,,Toy Story 5,Toy Story 5,https://www.imdb.com/title/tt29355505/,Movie,,,2026,"Animation, Adventure, Comedy, Drama, Family, Fantasy",2026-06-19,"Andrew Stanton, McKenna Harris",,
tt19847976,2024-12-28,2024-12-28,,Wicked: For Good,Wicked: For Good,https://www.imdb.com/title/tt19847976/,Movie,,138,2025,"Family, Fantasy, Musical, Romance",2025-11-21,Jon M. Chu,,
tt32141377,2024-12-30,2024-12-30,,28 Years Later: The Bone Temple,28 Years Later: The Bone Temple,https://www.imdb.com/title/tt32141377/,Movie,,,2026,Horror,2026-01-16,Nia DaCosta,,
tt32916440,2024-12-31,2024-12-31,,Marty Supreme,Marty Supreme,https://www.imdb.com/title/tt32916440/,Movie,,155,2025,Comedy,2025-12-25,Josh Safdie,,
tt33071426,2024-12-31,2024-12-31,,The Drama,The Drama,https://www.imdb.com/title/tt33071426/,Movie,,,,Romance,,Kristoffer Borgli,,
tt31261128,2024-12-31,2024-12-31,,Famous,Famous,https://www.imdb.com/title/tt31261128/,Movie,,,,Thriller,,Jody Hill,,
tt32268691,2024-12-31,2024-12-31,,Onslaught,Onslaught,https://www.imdb.com/title/tt32268691/,Movie,,,,"Action, Horror, Thriller",,Adam Wingard,,
tt30400277,2024-12-31,2024-12-31,,Kiss of the Spider Woman,Kiss of the Spider Woman,https://www.imdb.com/title/tt30400277/,Movie,5.1,128,2025,"Drama, Musical",2025-10-10,Bill Condon,,
tt19244304,2025-01-03,2025-01-03,,IT: Welcome to Derry,IT: Welcome to Derry,https://www.imdb.com/title/tt19244304/,TV Series,,,2025,Horror,2025-10-26,,,
